"Time (s)","Sound pressure level (dB)"
6.624600000E2,5.472498345E1
6.627560000E2,5.672985390E1
6.629770000E2,5.834702318E1
6.632250000E2,5.907602823E1
6.634810000E2,5.873031221E1
6.637670000E2,5.757130737E1
6.640040000E2,5.572185824E1
6.643070000E2,5.959142979E1
6.645480000E2,5.851623707E1
6.648520000E2,5.856887935E1
6.650940000E2,6.397218192E1
6.653890000E2,5.963692586E1
6.656210000E2,5.934207027E1
6.659580000E2,5.667856430E1
6.662640000E2,5.811017468E1
6.665550000E2,5.505265787E1
6.667990000E2,5.558350894E1
6.671320000E2,6.063017800E1
6.674000000E2,5.568411381E1
6.676510000E2,5.981422062E1
6.679580000E2,5.723024768E1
6.682820000E2,5.036028104E1
6.685240000E2,5.199205823E1
6.687970000E2,5.367328475E1
6.691280000E2,5.936914884E1
6.693940000E2,5.657797691E1
6.696490000E2,6.065879377E1
6.699270000E2,5.657054255E1
6.702000000E2,5.655716576E1
6.704770000E2,5.823562265E1
6.707350000E2,6.065030224E1
6.710140000E2,6.110776530E1
6.712700000E2,5.714357796E1
6.715170000E2,5.604236164E1
6.717930000E2,6.041748871E1
6.721240000E2,6.019765334E1
6.724270000E2,5.928602786E1
6.727750000E2,5.973060669E1
6.730710000E2,6.059869751E1
6.733250000E2,6.116850166E1
6.736400000E2,6.145214709E1
6.738890000E2,6.020118097E1
6.741670000E2,6.048579637E1
6.744720000E2,6.225337088E1
6.747550000E2,5.853636068E1
6.750030000E2,5.999204871E1
6.752840000E2,5.433989895E1
6.755100000E2,5.847308735E1
6.758420000E2,5.913726954E1
6.760830000E2,6.049449503E1
6.763830000E2,5.545572399E1
6.766370000E2,6.246077536E1
6.768920000E2,6.029598130E1
6.771340000E2,6.005864514E1
6.774230000E2,6.582269585E1
6.776700000E2,6.255104294E1
6.779140000E2,6.623711836E1
6.781740000E2,6.684819787E1
6.784850000E2,6.877250850E1
6.787420000E2,6.157084767E1
6.789860000E2,6.054068573E1
6.793290000E2,6.069583213E1
6.795810000E2,6.124898856E1
6.798240000E2,6.136691849E1
6.800900000E2,6.035594762E1
6.803920000E2,5.654106541E1
6.806920000E2,5.587565134E1
6.809940000E2,5.642134155E1
6.813020000E2,5.749983358E1
6.815830000E2,5.576151961E1
6.818120000E2,5.714589311E1
6.820580000E2,5.969510914E1
6.823020000E2,5.824123453E1
6.825680000E2,5.779273115E1
6.828630000E2,5.699644891E1
6.831010000E2,5.900876644E1
6.833500000E2,6.335540424E1
6.835940000E2,6.280432027E1
6.838340000E2,6.194675910E1
6.841290000E2,5.801082069E1
6.843650000E2,5.652506879E1
6.846570000E2,5.895404856E1
6.848910000E2,5.873705448E1
6.851950000E2,5.589704153E1
6.855380000E2,5.379672362E1
6.857910000E2,6.287056471E1
6.860900000E2,6.081817617E1
6.863340000E2,6.807593043E1
6.866320000E2,5.604389930E1
6.868800000E2,6.712075434E1
6.871750000E2,6.290238552E1
6.874740000E2,6.473105179E1
6.877330000E2,5.873835234E1
6.880180000E2,5.800563858E1
6.882620000E2,5.540095032E1
6.885810000E2,6.197881428E1
6.888280000E2,5.541258482E1
6.890890000E2,5.558277465E1
6.894010000E2,4.965923685E1
6.897080000E2,4.860020107E1
6.899730000E2,5.608167548E1
6.902300000E2,5.381305593E1
6.904990000E2,6.079286270E1
6.908000000E2,6.446965644E1
6.910380000E2,6.556266140E1
6.913400000E2,5.418444209E1
6.916350000E2,5.205102491E1
6.919820000E2,5.812981404E1
6.922410000E2,6.500705260E1
6.925070000E2,6.149947285E1
6.927750000E2,5.695315316E1
6.930870000E2,5.775854948E1
6.933870000E2,6.523399833E1
6.936300000E2,6.692630865E1
6.939270000E2,5.793447825E1
6.942230000E2,5.746396110E1
6.944770000E2,6.017975210E1
6.947150000E2,5.956759439E1
6.950320000E2,6.391288151E1
6.953110000E2,6.484415086E1
6.955650000E2,6.664209540E1
6.958410000E2,6.746668632E1
6.961050000E2,5.775664920E1
6.964050000E2,6.383035698E1
6.967020000E2,5.816763892E1
6.969600000E2,6.921190909E1
6.972400000E2,6.165047809E1
6.975080000E2,5.666810057E1
6.977540000E2,6.417546300E1
6.980020000E2,5.788971486E1
6.982730000E2,5.486922606E1
6.985850000E2,5.576434723E1
6.988820000E2,5.548978795E1
6.991460000E2,5.886820316E1
6.993970000E2,6.226406326E1
6.996480000E2,5.601534080E1
6.999400000E2,5.901385758E1
7.002040000E2,5.720709772E1
7.005120000E2,6.318399213E1
7.007580000E2,6.338981741E1
7.010170000E2,6.747312486E1
7.012670000E2,5.788999692E1
7.015450000E2,4.434465006E1
7.018710000E2,6.439013955E1
7.021480000E2,5.375342664E1
7.023700000E2,6.398282027E1
7.026160000E2,5.857909138E1
7.029130000E2,5.670439641E1
7.031590000E2,5.749786365E1
7.034320000E2,5.181710985E1
7.036770000E2,5.871535868E1
7.039520000E2,5.470297527E1
7.042240000E2,5.771822323E1
7.044750000E2,5.236261523E1
7.047130000E2,5.595332709E1
7.050480000E2,5.576748295E1
7.053040000E2,5.334869600E1
7.055590000E2,5.337806625E1
7.058180000E2,5.499892680E1
7.060900000E2,5.490963435E1
7.063980000E2,5.551078540E1
7.066680000E2,5.358868238E1
7.069300000E2,5.203182642E1
7.071760000E2,5.771053387E1
7.074630000E2,5.175835182E1
7.077440000E2,5.402526598E1
7.080400000E2,5.754717994E1
7.083470000E2,6.103880587E1
7.086400000E2,6.284824916E1
7.088840000E2,6.674666322E1
7.092010000E2,6.194114278E1
7.094980000E2,5.796289911E1
7.097580000E2,5.475547679E1
7.100170000E2,5.804024708E1
7.102650000E2,5.606423134E1
7.105550000E2,5.319247933E1
7.107930000E2,5.625991375E1
7.110940000E2,5.589539698E1
7.114730000E2,6.073460415E1
7.117930000E2,6.208342045E1
7.120530000E2,6.335117127E1
7.123290000E2,5.821275565E1
7.126280000E2,5.793160357E1
7.128780000E2,5.509944006E1
7.131790000E2,5.578357696E1
7.134760000E2,5.632534225E1
7.137350000E2,5.466315647E1
7.140450000E2,5.914530785E1
7.143020000E2,6.280432125E1
7.146020000E2,6.333348539E1
7.149790000E2,5.698482465E1
7.152920000E2,5.474810308E1
7.155370000E2,5.417920207E1
7.157880000E2,6.392184792E1
7.160720000E2,6.565549591E1
7.163130000E2,6.082705714E1
7.166120000E2,5.816285927E1
7.168430000E2,5.809201859E1
7.170930000E2,6.016105207E1
7.173350000E2,5.162287691E1
7.176230000E2,5.754317879E1
7.179310000E2,6.166304542E1
7.181770000E2,6.177004553E1
7.184320000E2,6.274574776E1
7.186900000E2,6.104994734E1
7.189920000E2,5.735301480E1
7.192340000E2,5.830205645E1
7.194890000E2,6.212782217E1
7.197420000E2,5.467685243E1
7.200420000E2,5.313970583E1
7.202920000E2,5.278680647E1
7.205360000E2,5.474141102E1
7.209140000E2,6.241771654E1
7.212600000E2,6.394594172E1
7.215560000E2,6.348358734E1
7.217980000E2,6.112734048E1
7.220450000E2,6.226451183E1
7.222930000E2,6.534082516E1
7.225960000E2,6.114019283E1
7.228390000E2,6.421228964E1
7.231230000E2,6.814847387E1
7.233690000E2,6.275446304E1
7.236190000E2,6.679153921E1
7.239280000E2,6.537583699E1
7.241850000E2,6.212976374E1
7.245300000E2,6.553556935E1
7.248220000E2,5.834030427E1
7.250930000E2,5.992153646E1
7.253380000E2,5.595099295E1
7.256370000E2,5.720822528E1
7.258800000E2,5.423516872E1
7.261770000E2,5.906139652E1
7.264140000E2,6.204477132E1
7.267140000E2,6.368823365E1
7.269550000E2,6.513672214E1
7.272500000E2,6.364997971E1
7.275370000E2,6.269941998E1
7.278570000E2,5.948773609E1
7.281020000E2,5.789544973E1
7.283740000E2,6.305528689E1
7.286400000E2,6.245554089E1
7.289690000E2,6.033221518E1
7.292310000E2,5.940071821E1
7.294970000E2,6.176178101E1
7.298020000E2,5.355172623E1
7.300580000E2,5.535292187E1
7.303150000E2,5.274398781E1
7.305750000E2,5.399957194E1
7.308780000E2,5.819691646E1
7.312070000E2,5.434897588E1
7.315090000E2,6.041787911E1
7.317850000E2,5.617860881E1
7.320560000E2,5.558770875E1
7.323290000E2,5.151264449E1
7.325860000E2,5.612143969E1
7.328800000E2,5.405001557E1
7.331120000E2,5.455354216E1
7.334090000E2,5.716252136E1
7.337070000E2,6.416157102E1
7.339910000E2,6.098010142E1
7.343020000E2,6.194029449E1
7.346500000E2,6.091313037E1
7.349540000E2,5.846954669E1
7.352410000E2,5.743489407E1
7.355320000E2,5.872669957E1
7.357800000E2,5.859080967E1
7.360560000E2,6.053269456E1
7.363220000E2,6.117884455E1
7.366590000E2,5.809887850E1
7.369420000E2,5.453224539E1
7.372510000E2,5.639337460E1
7.375040000E2,5.373613181E1
7.378630000E2,5.066236714E1
7.381160000E2,4.653740377E1
7.383650000E2,6.375011526E1
7.386730000E2,6.282181577E1
7.389830000E2,6.727660972E1
7.392340000E2,6.413328322E1
7.394790000E2,6.184881400E1
7.397290000E2,6.430634497E1
7.400250000E2,6.276256291E1
7.402610000E2,6.297441350E1
7.405590000E2,5.306586823E1
7.408610000E2,5.403016569E1
7.412260000E2,5.749263443E1
7.415060000E2,5.657932114E1
7.417820000E2,5.532222303E1
7.420430000E2,5.911133378E1
7.423450000E2,5.822379827E1
7.426470000E2,6.311870884E1
7.428860000E2,5.964121243E1
7.431940000E2,5.708688763E1
7.434960000E2,5.782189241E1
7.437480000E2,5.745118469E1
7.440380000E2,5.258772989E1
7.442830000E2,5.325984780E1
7.445410000E2,5.216709684E1
7.447900000E2,5.485283680E1
7.450520000E2,6.638751453E1
7.453640000E2,6.256149725E1
7.456370000E2,6.851667797E1
7.459020000E2,6.356784575E1
7.462040000E2,6.586178842E1
7.464510000E2,6.099626883E1
7.467420000E2,6.874341983E1
7.470300000E2,5.690479739E1
7.472670000E2,5.749513215E1
7.475860000E2,5.743840209E1
7.478480000E2,6.695338823E1
7.481550000E2,6.575566103E1
7.484170000E2,6.244751264E1
7.486690000E2,6.206430480E1
7.489520000E2,5.755143157E1
7.492450000E2,6.343498072E1
7.494820000E2,6.599354682E1
7.497800000E2,5.994269627E1
7.500210000E2,6.480563885E1
7.503160000E2,5.962320355E1
7.505550000E2,5.907805627E1
7.508860000E2,5.452673237E1
7.511450000E2,5.413358853E1
7.514110000E2,5.786691992E1
7.516870000E2,6.185088179E1
7.519570000E2,5.432685780E1
7.522050000E2,5.297819944E1
7.524920000E2,5.290855554E1
7.527910000E2,5.828859659E1
7.530300000E2,5.880189294E1
7.533360000E2,5.500578631E1
7.535910000E2,5.476677878E1
7.538330000E2,5.414240587E1
7.541650000E2,5.332866170E1
7.544620000E2,5.193802785E1
7.547080000E2,5.242932681E1
7.549590000E2,6.024921863E1
7.552020000E2,5.537701523E1
7.554960000E2,5.489617845E1
7.557330000E2,5.384280286E1
7.560410000E2,5.406125999E1
7.562870000E2,5.246560959E1
7.565320000E2,5.374729291E1
7.567680000E2,5.542801483E1
7.570630000E2,5.525770987E1
7.573930000E2,5.847670432E1
7.576660000E2,5.822188632E1
7.579180000E2,5.822901451E1
7.582040000E2,5.458975346E1
7.584820000E2,5.438683247E1
7.587800000E2,5.260449368E1
7.590260000E2,5.371245859E1
7.592870000E2,4.983203663E1
7.595420000E2,5.018089077E1
7.598380000E2,5.950969681E1
7.601480000E2,5.769305363E1
7.604800000E2,5.747567937E1
7.607190000E2,5.446335810E1
7.610040000E2,5.463229896E1
7.612970000E2,5.644916160E1
7.615560000E2,5.809520116E1
7.618460000E2,5.406577519E1
7.621050000E2,5.362277750E1
7.623930000E2,5.868559294E1
7.626230000E2,5.548744129E1
7.628890000E2,5.613986675E1
7.631890000E2,5.592058678E1
7.634870000E2,5.947938191E1
7.638120000E2,5.945990241E1
7.640830000E2,5.354091788E1
7.643270000E2,5.910847411E1
7.645670000E2,6.112853730E1
7.648120000E2,5.617469613E1
7.650520000E2,5.678172470E1
7.653190000E2,5.293731054E1
7.655730000E2,5.571573154E1
7.658430000E2,5.239475172E1
7.660900000E2,5.710555790E1
7.663840000E2,5.593714408E1
7.666500000E2,5.506488062E1
7.669100000E2,5.276148627E1
7.671530000E2,5.087813070E1
7.674500000E2,4.966858228E1
7.677070000E2,4.690170064E1
7.679870000E2,5.097718665E1
7.682460000E2,5.173969669E1
7.685220000E2,5.562988056E1
7.687630000E2,5.194720020E1
7.690630000E2,5.590118249E1
7.693610000E2,5.613585205E1
7.696030000E2,5.417299550E1
7.698530000E2,5.925774948E1
7.702010000E2,5.729895975E1
7.704610000E2,5.765570707E1
7.707610000E2,6.211008380E1
7.710570000E2,5.846530012E1
7.712970000E2,5.766544416E1
7.715460000E2,5.716238768E1
7.718080000E2,5.700535494E1
7.720510000E2,5.592606747E1
7.723260000E2,5.771214429E1
7.725940000E2,5.753442175E1
7.728830000E2,5.541298336E1
7.731860000E2,5.137853822E1
7.735420000E2,5.462649470E1
7.738320000E2,5.454281912E1
7.740820000E2,6.803752283E1
7.743260000E2,6.852980541E1
7.745820000E2,7.007631543E1
7.748270000E2,7.009876218E1
7.751160000E2,6.950363051E1
7.753520000E2,6.338954984E1
7.755910000E2,5.500200077E1
7.758880000E2,5.358702362E1
7.761340000E2,5.718303470E1
7.763730000E2,5.887519420E1
7.767050000E2,5.795457078E1
7.769970000E2,5.796499201E1
7.773000000E2,5.644912180E1
7.775570000E2,5.804780214E1
7.778740000E2,5.958528627E1
7.781300000E2,5.635913866E1
7.784430000E2,5.593106857E1
7.787280000E2,6.063168213E1
7.789960000E2,5.917208792E1
7.792560000E2,5.719923422E1
7.795050000E2,6.400429125E1
7.797680000E2,5.733192807E1
7.800440000E2,6.018331087E1
7.803000000E2,6.350407169E1
7.805530000E2,6.357762743E1
7.808590000E2,6.772563953E1
7.811430000E2,6.431848914E1
7.814050000E2,5.710721917E1
7.816950000E2,5.646111127E1
7.819500000E2,5.564600214E1
7.822050000E2,6.362802489E1
7.824550000E2,6.278310471E1
7.827010000E2,5.851995741E1
7.829620000E2,5.759567059E1
7.832630000E2,5.449669640E1
7.835070000E2,6.040303881E1
7.837500000E2,5.743841461E1
7.839990000E2,6.096558185E1
7.842840000E2,7.161293257E1
7.845270000E2,7.417435903E1
7.848410000E2,6.386070968E1
7.851390000E2,6.234904760E1
7.854350000E2,6.321731436E1
7.856820000E2,6.294103551E1
7.859780000E2,6.210337552E1
7.862150000E2,6.765383904E1
7.865650000E2,6.346682761E1
7.868610000E2,6.221020232E1
7.871280000E2,6.119530731E1
7.873850000E2,5.314248269E1
7.876880000E2,5.288680780E1
7.879230000E2,5.064349321E1
7.882230000E2,5.786336298E1
7.884630000E2,5.341864841E1
7.887250000E2,5.286568073E1
7.890140000E2,5.272997567E1
7.893180000E2,5.904110581E1
7.896690000E2,5.748622391E1
7.899200000E2,5.773986136E1
7.902160000E2,5.480967078E1
7.904710000E2,5.627241382E1
7.907280000E2,5.456362797E1
7.909900000E2,5.766408512E1
7.912380000E2,5.413586400E1
7.914940000E2,5.234403284E1
7.917720000E2,5.190170354E1
7.920440000E2,5.227759392E1
7.923170000E2,4.410400383E1
7.926220000E2,3.508270700E1
7.929370000E2,3.887828085E1
7.932030000E2,4.522069604E1
7.934660000E2,4.928233980E1
7.937420000E2,4.706401379E1
7.940710000E2,4.988989997E1
7.943700000E2,5.767827889E1
7.946060000E2,5.506606719E1
7.949050000E2,6.107887773E1
7.952060000E2,5.849609892E1
7.955030000E2,5.343173328E1
7.957490000E2,5.007726003E1
7.960580000E2,4.763873915E1
7.963010000E2,5.045894898E1
7.966040000E2,6.859700710E1
7.968900000E2,6.734256534E1
7.971550000E2,6.661489392E1
7.974110000E2,6.556398865E1
7.976580000E2,5.519705677E1
7.979230000E2,5.503316479E1
7.982060000E2,5.955770829E1
7.984280000E2,5.777834711E1
7.987260000E2,6.050467535E1
7.989700000E2,5.583639573E1
7.993330000E2,5.988908902E1
7.995750000E2,5.875791040E1
7.998670000E2,6.166637478E1
8.001160000E2,5.690435901E1
8.004160000E2,5.599911293E1
8.006610000E2,5.889628547E1
8.009180000E2,6.227540789E1
8.011740000E2,6.572663811E1
8.014300000E2,6.013467784E1
8.016770000E2,6.250368579E1
8.019910000E2,6.532292099E1
8.023560000E2,5.377170031E1
8.026370000E2,5.535595108E1
8.029110000E2,5.147526495E1
8.031720000E2,4.993046061E1
8.034760000E2,6.394035794E1
8.037260000E2,5.983119170E1
8.040270000E2,5.967243802E1
8.042930000E2,6.559340840E1
8.046100000E2,5.262215496E1
8.049160000E2,5.397812040E1
8.051780000E2,5.680330381E1
8.054740000E2,5.857171626E1
8.058060000E2,5.577198454E1
8.060880000E2,5.916891157E1
8.063460000E2,6.120078548E1
8.066060000E2,6.223167379E1
8.069230000E2,6.161077093E1
8.071720000E2,5.812180846E1
8.074300000E2,5.665535607E1
8.077230000E2,5.401482687E1
8.079600000E2,5.631804256E1
8.082610000E2,5.267806276E1
8.085540000E2,5.766120113E1
8.088100000E2,5.717509884E1
8.091690000E2,5.698714543E1
8.094130000E2,5.807918354E1
8.096940000E2,5.364566959E1
8.099320000E2,5.678502402E1
8.102110000E2,5.494444844E1
8.104710000E2,6.216218230E1
8.107550000E2,5.504588420E1
8.110030000E2,5.220186059E1
8.112810000E2,5.338487037E1
8.115430000E2,5.422122114E1
8.118180000E2,6.217546099E1
8.121430000E2,5.739027439E1
8.124800000E2,5.218554734E1
8.128080000E2,6.183667492E1
8.130850000E2,6.028246668E1
8.133620000E2,6.620979851E1
8.135950000E2,5.810667246E1
8.138630000E2,6.096670869E1
8.141300000E2,5.149777407E1
8.143960000E2,4.993954713E1
8.146400000E2,5.196561010E1
8.149350000E2,5.727966309E1
8.151710000E2,5.489316784E1
8.154100000E2,5.619291420E1
8.157500000E2,5.425831711E1
8.160430000E2,5.677079709E1
8.163250000E2,5.289383275E1
8.165600000E2,5.573749616E1
8.168090000E2,5.211960412E1
8.170840000E2,5.029895102E1
8.173170000E2,5.085418245E1
8.175630000E2,5.101392152E1
8.178870000E2,5.228690479E1
8.182130000E2,5.919931006E1
8.184680000E2,5.288617356E1
8.188320000E2,5.626269479E1
8.191030000E2,6.124827198E1
8.193870000E2,5.889071517E1
8.196160000E2,5.957980623E1
8.199180000E2,5.440069788E1
8.201590000E2,5.524226830E1
8.204560000E2,5.147688867E1
8.206870000E2,5.390780082E1
8.209820000E2,6.509870984E1
8.212270000E2,6.421388309E1
8.215230000E2,5.843840462E1
8.218170000E2,5.422512027E1
8.221280000E2,5.468614274E1
8.223780000E2,5.922850585E1
8.226710000E2,6.486031186E1
8.229330000E2,6.154967201E1
8.232420000E2,5.893257410E1
8.235100000E2,6.020329639E1
8.238290000E2,5.483779552E1
8.240760000E2,5.692914998E1
8.243280000E2,6.347347085E1
8.245930000E2,5.345306004E1
8.248670000E2,6.141647052E1
8.252000000E2,5.672783001E1
8.254550000E2,5.605661334E1
8.257610000E2,5.699330885E1
8.260410000E2,5.489256860E1
8.263010000E2,6.262090025E1
8.265830000E2,5.457719262E1
8.268180000E2,5.416382407E1
8.271260000E2,4.993919751E1
8.273700000E2,5.569569056E1
8.276330000E2,5.514364162E1
8.278890000E2,5.653204472E1
8.281470000E2,5.784406489E1
8.284370000E2,5.752811490E1
8.286720000E2,5.727510089E1
8.289650000E2,5.900575965E1
8.292510000E2,5.679022390E1
8.294860000E2,5.722234118E1
8.297350000E2,5.952638514E1
8.300320000E2,5.925181191E1
8.302740000E2,5.930148258E1
8.305160000E2,5.668145507E1
8.307730000E2,5.590492759E1
8.310130000E2,6.302930486E1
8.312510000E2,5.733539345E1
8.315800000E2,5.620349253E1
8.318910000E2,5.495250031E1
8.322000000E2,5.501979251E1
8.324620000E2,5.208226415E1
8.327390000E2,5.765748383E1
8.329950000E2,5.489193423E1
8.332490000E2,5.593428331E1
8.335720000E2,5.714652117E1
8.338250000E2,5.832769426E1
8.341370000E2,5.884156077E1
8.344030000E2,5.840498509E1
8.347020000E2,5.864505811E1
8.350330000E2,6.356982434E1
8.353340000E2,6.286445683E1
8.355720000E2,5.657384439E1
8.358940000E2,5.660970318E1
8.361720000E2,5.918731584E1
8.364160000E2,5.825788220E1
8.366580000E2,5.592754487E1
8.369110000E2,5.553717092E1
8.371910000E2,5.495027293E1
8.374510000E2,5.546329287E1
8.377420000E2,5.746402701E1
8.379890000E2,5.891922359E1
8.383130000E2,6.522858798E1
8.385710000E2,6.384617776E1
8.388430000E2,5.435088619E1
8.390670000E2,5.460135210E1
8.393610000E2,5.982769627E1
8.396020000E2,5.936265195E1
8.398550000E2,6.034701146E1
8.401470000E2,6.875861473E1
8.403840000E2,6.968788985E1
8.406760000E2,6.653493651E1
8.409120000E2,6.664139767E1
8.412200000E2,6.195236791E1
8.415280000E2,5.759269564E1
8.418110000E2,5.704906263E1
8.420770000E2,5.199124728E1
8.423350000E2,5.625309672E1
8.426060000E2,5.627754144E1
8.428710000E2,6.285304788E1
8.431220000E2,6.089762622E1
8.434160000E2,5.828079525E1
8.436650000E2,5.581703965E1
8.439650000E2,5.326092983E1
8.442070000E2,5.247397640E1
8.444500000E2,5.104216729E1
8.447560000E2,4.981466747E1
8.450730000E2,5.794387296E1
8.453210000E2,6.103400827E1
8.455680000E2,6.053778141E1
8.458610000E2,5.413066164E1
8.461240000E2,5.591468697E1
8.463740000E2,5.289659812E1
8.466770000E2,6.014390988E1
8.469740000E2,5.713983843E1
8.472340000E2,5.457406708E1
8.474800000E2,5.848999564E1
8.478210000E2,5.310404619E1
8.481040000E2,5.463633704E1
8.483620000E2,5.329096892E1
8.486670000E2,5.667645304E1
8.489890000E2,5.540515985E1
8.492420000E2,5.014593999E1
8.495060000E2,5.019949668E1
8.497660000E2,4.724526190E1
8.500410000E2,4.632701850E1
8.502660000E2,4.436725745E1
8.505710000E2,5.273585220E1
8.508470000E2,5.232501704E1
8.511370000E2,5.177389205E1
8.513940000E2,5.236772038E1
8.516560000E2,4.869019062E1
8.518980000E2,5.254056589E1
8.521620000E2,5.441215371E1
8.524060000E2,5.431954181E1
8.526720000E2,4.873515026E1
8.529820000E2,5.253291311E1
8.532350000E2,5.201920339E1
8.535330000E2,5.083296820E1
8.537750000E2,5.373650683E1
8.540560000E2,6.162621210E1
8.543710000E2,6.137876928E1
8.546190000E2,6.347980201E1
8.548850000E2,6.480134627E1
8.551390000E2,6.344943059E1
8.553830000E2,6.653758852E1
8.556910000E2,6.821811094E1
8.559900000E2,6.564040109E1
8.562480000E2,6.310710880E1
8.565060000E2,5.625485760E1
8.567860000E2,5.886920329E1
8.570590000E2,5.638007706E1
8.573180000E2,5.477312089E1
8.576670000E2,5.402637072E1
8.579310000E2,5.282806817E1
8.582400000E2,5.743205922E1
8.584770000E2,5.608834078E1
8.587730000E2,5.917700537E1
8.590950000E2,5.757076232E1
8.593390000E2,5.680975976E1
8.596110000E2,5.316092446E1
8.598560000E2,5.634389465E1
8.601130000E2,5.912558361E1
8.603880000E2,5.827706684E1
8.606370000E2,5.580056474E1
8.609720000E2,5.622551838E1
8.612190000E2,5.816090597E1
8.614650000E2,5.710633258E1
8.617260000E2,6.762679027E1
8.619970000E2,6.050550643E1
8.622480000E2,6.017289530E1
8.624960000E2,5.884551198E1
8.627510000E2,5.823958631E1
8.630120000E2,5.747421536E1
8.632920000E2,5.891926612E1
8.635810000E2,5.962176090E1
8.638680000E2,5.932606834E1
8.642430000E2,6.035939553E1
8.645920000E2,5.892740034E1
8.649090000E2,6.158225090E1
8.651650000E2,5.941856931E1
8.654560000E2,5.517726055E1
8.656900000E2,5.573554393E1
8.659400000E2,6.300977067E1
8.662170000E2,6.346838855E1
8.664760000E2,5.840482341E1
8.667600000E2,5.656477763E1
8.669980000E2,5.809371706E1
8.672500000E2,5.957523428E1
8.675890000E2,5.868790884E1
8.678670000E2,6.643274765E1
8.681530000E2,6.202304252E1
8.684260000E2,6.167390940E1
8.686760000E2,6.561664622E1
8.689220000E2,6.221849135E1
8.691620000E2,5.873701255E1
8.694080000E2,5.721335717E1
8.696600000E2,5.775578048E1
8.699210000E2,6.139190630E1
8.702060000E2,5.695582014E1
8.705330000E2,5.285782467E1
8.708800000E2,5.254436807E1
8.711320000E2,5.941119733E1
8.714840000E2,5.561687107E1
8.717890000E2,5.226341013E1
8.720340000E2,5.351737673E1
8.723120000E2,5.581753669E1
8.725450000E2,5.544476975E1
8.727930000E2,5.112331517E1
8.731050000E2,5.669948434E1
8.733660000E2,5.553741274E1
8.736450000E2,5.287392842E1
8.738710000E2,5.342755356E1
8.742030000E2,5.525376809E1
8.745760000E2,5.790146612E1
8.748470000E2,5.775550126E1
8.750900000E2,5.828043309E1
8.753860000E2,5.689517506E1
8.756490000E2,5.836000549E1
8.759170000E2,5.887049385E1
8.761640000E2,5.731343570E1
8.764240000E2,5.947081752E1
8.766660000E2,5.735732777E1
8.769150000E2,5.791222148E1
8.771870000E2,5.217820200E1
8.775110000E2,5.373516267E1
8.777550000E2,5.639663701E1
8.779960000E2,5.308435393E1
8.782370000E2,5.327040257E1
8.785510000E2,5.539866825E1
8.788050000E2,5.451580533E1
8.791100000E2,5.664888244E1
8.793670000E2,5.439058144E1
8.796110000E2,6.546629591E1
8.799090000E2,6.080313073E1
8.801560000E2,6.023654065E1
8.804070000E2,5.547022044E1
8.807450000E2,5.933402552E1
8.809880000E2,6.073235462E1
8.812850000E2,5.811897337E1
8.815210000E2,5.670873426E1
8.818240000E2,6.239450766E1
8.821160000E2,6.033779387E1
8.823610000E2,5.921328684E1
8.826600000E2,5.808215882E1
8.828910000E2,5.927124720E1
8.831280000E2,5.254346564E1
8.834120000E2,5.755316817E1
8.837180000E2,5.815703318E1
8.840150000E2,5.925974643E1
8.842610000E2,5.406291788E1
8.845520000E2,5.892672719E1
8.847970000E2,6.343231596E1
8.850390000E2,6.045689612E1
8.853340000E2,5.903303339E1
8.855810000E2,5.897514906E1
8.858230000E2,5.682843230E1
8.860690000E2,4.647265993E1
8.863400000E2,5.617216143E1
8.865730000E2,5.412892937E1
8.869100000E2,6.210166513E1
8.872070000E2,6.369099543E1
8.874540000E2,6.052073025E1
8.877480000E2,6.125108403E1
8.879990000E2,6.087163347E1
8.882550000E2,6.365510666E1
8.885320000E2,5.341778352E1
8.887600000E2,5.238943476E1
8.890050000E2,6.378561240E1
8.892460000E2,6.182956815E1
8.895070000E2,6.027537659E1
8.897770000E2,5.747996426E1
8.901220000E2,5.606477689E1
8.903620000E2,5.816493441E1
8.907030000E2,5.740436721E1
8.909540000E2,5.812990427E1
8.912060000E2,5.757163286E1
8.914520000E2,5.669306215E1
8.917150000E2,5.593698617E1
8.919580000E2,5.867011196E1
8.922060000E2,6.001129970E1
8.924480000E2,6.247831114E1
8.927080000E2,5.501506807E1
8.929550000E2,5.918039480E1
8.932790000E2,5.750337148E1
8.935260000E2,5.382626014E1
8.937850000E2,5.632583646E1
8.940370000E2,5.552393419E1
8.943380000E2,5.417609473E1
8.946050000E2,5.314873345E1
8.948570000E2,5.537690953E1
8.951790000E2,6.168371256E1
8.954540000E2,6.142331687E1
8.957690000E2,5.914263764E1
8.960690000E2,6.039127428E1
8.963670000E2,5.303465172E1
8.966720000E2,5.819495208E1
8.969200000E2,5.956457754E1
8.972240000E2,5.554166388E1
8.974940000E2,5.700583380E1
8.978160000E2,5.525596264E1
8.981210000E2,5.878997726E1
8.983720000E2,5.661289659E1
8.986510000E2,6.039909322E1
8.988730000E2,5.569487247E1
8.991240000E2,5.857026750E1
8.993800000E2,6.116905404E1
8.996580000E2,6.331625006E1
8.998890000E2,5.612470465E1
9.001440000E2,5.098243988E1
9.004020000E2,5.779474181E1
9.006650000E2,5.597754805E1
9.009440000E2,5.706395638E1
9.012380000E2,5.989184595E1
9.015000000E2,5.905145002E1
9.017620000E2,5.913397617E1
9.020230000E2,5.831976398E1
9.022900000E2,5.400731512E1
