"Time (s)","Sound pressure level (dB)"
1.559889000E3,5.814375710E1
1.560135000E3,6.159401746E1
1.560480000E3,5.397583636E1
1.560770000E3,5.291692280E1
1.561026000E3,5.439035965E1
1.561320000E3,5.553984968E1
1.561619000E3,5.808332247E1
1.561927000E3,5.744100555E1
1.562191000E3,5.636250023E1
1.562451000E3,6.055150308E1
1.562703000E3,5.624161562E1
1.562979000E3,5.401048000E1
1.563233000E3,5.588901558E1
1.563595000E3,6.020828902E1
1.563855000E3,6.586197618E1
1.564143000E3,5.744692826E1
1.564421000E3,5.175273280E1
1.564681000E3,5.584828423E1
1.564939000E3,5.622472521E1
1.565190000E3,5.419184381E1
1.565447000E3,4.818775863E1
1.565701000E3,5.443344746E1
1.565956000E3,4.960344337E1
1.566224000E3,6.289868185E1
1.566469000E3,6.499026885E1
1.566794000E3,6.277031329E1
1.567086000E3,5.336636778E1
1.567405000E3,5.867761918E1
1.567644000E3,5.135518394E1
1.567909000E3,5.665720126E1
1.568204000E3,5.915910399E1
1.568455000E3,5.687790668E1
1.568730000E3,5.815647569E1
1.568976000E3,5.595761669E1
1.569238000E3,5.367288589E1
1.569491000E3,4.954593185E1
1.569752000E3,5.199120702E1
1.570099000E3,5.857172858E1
1.570354000E3,5.533510860E1
1.570614000E3,5.615291914E1
1.570871000E3,4.816531300E1
1.571136000E3,4.597509459E1
1.571387000E3,5.454256971E1
1.571722000E3,5.262076426E1
1.572010000E3,5.108681545E1
1.572285000E3,5.269091247E1
1.572547000E3,4.898785412E1
1.572807000E3,4.867008841E1
1.573066000E3,5.306545801E1
1.573313000E3,5.092331160E1
1.573694000E3,5.549117670E1
1.574009000E3,5.304099104E1
1.574279000E3,5.377011563E1
1.574520000E3,5.244694975E1
1.574770000E3,5.542353961E1
1.575031000E3,5.327330735E1
1.575319000E3,5.123065406E1
1.575617000E3,5.429517947E1
1.575867000E3,5.443507599E1
1.576132000E3,5.273613947E1
1.576382000E3,5.717979407E1
1.576705000E3,5.184816589E1
1.576955000E3,4.851208329E1
1.577250000E3,4.976440939E1
1.577493000E3,5.236737582E1
1.577737000E3,5.414723297E1
1.577998000E3,5.490706774E1
1.578342000E3,5.591011545E1
1.578650000E3,5.689754115E1
1.578906000E3,5.680987850E1
1.579148000E3,5.379415708E1
1.579394000E3,5.844713665E1
1.579644000E3,4.927798375E1
1.580006000E3,5.263100090E1
1.580294000E3,5.410513055E1
1.580548000E3,5.541047194E1
1.580801000E3,5.058665778E1
1.581070000E3,5.191468462E1
1.581349000E3,4.623838572E1
1.581601000E3,4.883886927E1
1.581851000E3,4.951159763E1
1.582152000E3,5.372806241E1
1.582461000E3,4.077427406E1
1.582742000E3,4.089897224E1
1.582967000E3,4.661834708E1
1.583330000E3,4.498181641E1
1.583574000E3,4.413204165E1
1.583835000E3,4.830731952E1
1.584102000E3,5.133890730E1
1.584385000E3,5.327819620E1
1.584689000E3,5.148788947E1
1.584935000E3,5.259351261E1
1.585217000E3,5.210912674E1
1.585449000E3,5.375523399E1
1.585710000E3,5.030792675E1
1.585957000E3,5.116594607E1
1.586271000E3,5.729332409E1
1.586601000E3,5.372439258E1
1.586868000E3,5.283683191E1
1.587111000E3,5.261490358E1
1.587371000E3,5.394382083E1
1.587617000E3,5.362104804E1
1.587861000E3,5.192909002E1
1.588111000E3,5.534291684E1
1.588356000E3,5.529045875E1
1.588616000E3,5.723903943E1
1.588878000E3,5.769467674E1
1.589116000E3,5.686991669E1
1.589367000E3,5.472851050E1
1.589709000E3,5.509501284E1
1.589971000E3,6.218794924E1
1.590276000E3,5.544714813E1
1.590522000E3,5.587492513E1
1.590770000E3,6.310127100E1
1.591031000E3,6.016601681E1
1.591331000E3,5.868635044E1
1.591588000E3,5.739907262E1
1.591847000E3,5.500154159E1
1.592105000E3,5.382353142E1
1.592358000E3,5.235465349E1
1.592660000E3,5.432444683E1
1.592979000E3,5.583837344E1
1.593280000E3,5.890777444E1
1.593531000E3,6.247008348E1
1.593777000E3,5.524440051E1
1.594082000E3,6.039849382E1
1.594376000E3,5.779880973E1
1.594616000E3,6.006977904E1
1.594916000E3,6.157791897E1
1.595158000E3,5.727348505E1
1.595456000E3,6.219777130E1
1.595702000E3,6.333776727E1
1.596011000E3,6.315243887E1
1.596287000E3,5.622487117E1
1.596582000E3,4.999384026E1
1.596838000E3,6.052096287E1
1.597136000E3,5.730636753E1
1.597383000E3,5.672770046E1
1.597632000E3,5.282894107E1
1.597943000E3,5.609826115E1
1.598240000E3,5.950608691E1
1.598483000E3,5.262580449E1
1.598777000E3,5.638403375E1
1.599039000E3,5.695994656E1
1.599354000E3,5.595638462E1
1.599677000E3,5.456948793E1
1.599955000E3,5.641745933E1
1.600254000E3,5.373490010E1
1.600541000E3,5.613295480E1
1.600824000E3,5.295628543E1
1.601071000E3,5.036371368E1
1.601313000E3,5.734560753E1
1.601585000E3,5.869799540E1
1.601832000E3,5.689867309E1
1.602079000E3,5.521901034E1
1.602376000E3,5.958743796E1
1.602630000E3,5.697555749E1
1.602881000E3,6.067520996E1
1.603136000E3,6.296730837E1
1.603381000E3,6.302345663E1
1.603674000E3,5.614231839E1
1.603920000E3,5.471880748E1
1.604179000E3,6.025548138E1
1.604432000E3,5.848975602E1
1.604677000E3,6.051353275E1
1.604988000E3,6.061163824E1
1.605287000E3,5.127173554E1
1.605535000E3,5.271948405E1
1.605890000E3,5.457177629E1
1.606143000E3,5.047420148E1
1.606392000E3,5.197178768E1
1.606684000E3,5.635777628E1
1.606927000E3,5.691931577E1
1.607165000E3,5.135114371E1
1.607440000E3,5.173034620E1
1.607734000E3,5.786109434E1
1.607974000E3,5.620528212E1
1.608236000E3,5.432552885E1
1.608507000E3,5.036034087E1
1.608763000E3,4.872303481E1
1.609123000E3,5.516764205E1
1.609377000E3,5.867465981E1
1.609624000E3,5.634077767E1
1.609869000E3,5.153316916E1
1.610150000E3,5.212022412E1
1.610428000E3,5.727395868E1
1.610681000E3,5.443759521E1
1.610944000E3,5.599199613E1
1.611242000E3,5.709063131E1
1.611495000E3,5.747461955E1
1.611762000E3,5.445378087E1
1.612040000E3,5.178206799E1
1.612294000E3,5.347146008E1
1.612548000E3,5.695533984E1
1.612791000E3,5.852885666E1
1.613050000E3,5.349710519E1
1.613354000E3,5.482274130E1
1.613598000E3,5.580201302E1
1.613898000E3,5.533013655E1
1.614151000E3,5.307302798E1
1.614404000E3,5.034267096E1
1.614651000E3,5.096368681E1
1.614959000E3,5.358615730E1
1.615202000E3,5.402822959E1
1.615565000E3,5.173226008E1
1.615815000E3,5.317238447E1
1.616120000E3,5.490271856E1
1.616406000E3,5.760350961E1
1.616712000E3,5.516631401E1
1.616950000E3,5.344247717E1
1.617197000E3,5.105574764E1
1.617480000E3,5.297874749E1
1.617726000E3,5.181083735E1
1.617978000E3,5.504462581E1
1.618236000E3,5.652623382E1
1.618484000E3,5.850281135E1
1.618804000E3,5.207268405E1
1.619061000E3,4.595989093E1
1.619309000E3,5.832875112E1
1.619574000E3,5.691639889E1
1.619831000E3,5.277897330E1
1.620092000E3,5.634285556E1
1.620390000E3,5.782897026E1
1.620660000E3,6.167326244E1
1.620905000E3,5.736569246E1
1.621145000E3,6.422841213E1
1.621400000E3,6.037316593E1
1.621649000E3,5.869946609E1
1.622005000E3,6.007663283E1
1.622308000E3,5.750286676E1
1.622551000E3,5.315958033E1
1.622849000E3,5.996646537E1
1.623085000E3,6.310656156E1
1.623382000E3,6.410911411E1
1.623620000E3,6.559322950E1
1.623914000E3,6.191537215E1
1.624148000E3,6.509401862E1
1.624441000E3,6.149444047E1
1.624676000E3,5.887830140E1
1.624914000E3,5.333395699E1
1.625242000E3,5.080509527E1
1.625531000E3,5.208999136E1
1.625827000E3,4.936268455E1
1.626072000E3,4.620940228E1
1.626384000E3,4.812346411E1
1.626678000E3,5.508818133E1
1.626931000E3,5.929414420E1
1.627193000E3,5.798382987E1
1.627446000E3,5.695027340E1
1.627690000E3,6.200547811E1
1.627940000E3,5.895921781E1
1.628278000E3,5.832121877E1
1.628595000E3,5.727506493E1
1.628914000E3,5.676841787E1
1.629164000E3,5.904549933E1
1.629453000E3,6.079247221E1
1.629705000E3,5.978532207E1
1.629973000E3,6.204876077E1
1.630223000E3,6.278691878E1
1.630527000E3,5.775584326E1
1.630780000E3,5.715423799E1
1.631076000E3,5.993810238E1
1.631416000E3,5.945816984E1
1.631690000E3,5.911038375E1
1.631989000E3,6.401318161E1
1.632251000E3,6.288325429E1
1.632577000E3,6.142114348E1
1.632857000E3,6.027735545E1
1.633125000E3,6.058800698E1
1.633410000E3,6.197295377E1
1.633713000E3,5.649410931E1
1.633983000E3,5.349526422E1
1.634267000E3,5.160473432E1
1.634550000E3,5.471426263E1
1.634881000E3,5.381566790E1
1.635145000E3,5.592472168E1
1.635394000E3,5.502963456E1
1.635636000E3,5.458091777E1
1.635914000E3,5.361113418E1
1.636211000E3,5.972112366E1
1.636510000E3,6.134956919E1
1.636770000E3,6.291498703E1
1.637018000E3,6.051799303E1
1.637272000E3,5.800319143E1
1.637535000E3,6.099184952E1
1.637791000E3,6.192072936E1
1.638191000E3,5.592689657E1
1.638462000E3,5.015193522E1
1.638759000E3,5.662906295E1
1.638997000E3,6.189212385E1
1.639312000E3,5.656112303E1
1.639618000E3,5.827187766E1
1.639922000E3,5.894515280E1
1.640188000E3,5.379936676E1
1.640446000E3,5.498271927E1
1.640705000E3,5.883708769E1
1.641003000E3,5.515786146E1
1.641329000E3,5.323855564E1
1.641593000E3,5.000482182E1
1.641876000E3,5.182077324E1
1.642101000E3,5.319082569E1
1.642344000E3,6.611850928E1
1.642626000E3,5.190424983E1
1.642867000E3,5.081734830E1
1.643118000E3,5.711045841E1
1.643458000E3,5.520016906E1
1.643723000E3,5.247062228E1
1.643997000E3,5.309157546E1
1.644256000E3,5.339769460E1
1.644621000E3,5.982216134E1
1.644883000E3,5.915424673E1
1.645133000E3,5.849263499E1
1.645426000E3,5.826666974E1
1.645723000E3,5.673329902E1
1.645972000E3,5.580417722E1
1.646244000E3,5.457004449E1
1.646473000E3,5.835958867E1
1.646716000E3,5.599398637E1
1.646958000E3,5.928075116E1
1.647232000E3,5.394053714E1
1.647507000E3,5.853879118E1
1.647858000E3,5.674494648E1
1.648113000E3,5.640074652E1
1.648414000E3,5.694867796E1
1.648656000E3,5.573466688E1
1.648962000E3,5.556104957E1
1.649254000E3,5.770712773E1
1.649548000E3,5.765349227E1
1.649790000E3,5.583875333E1
1.650054000E3,6.321152276E1
1.650306000E3,5.966047080E1
1.650600000E3,5.502015578E1
1.650872000E3,5.066616477E1
1.651172000E3,5.442335496E1
1.651440000E3,5.956947456E1
1.651736000E3,5.798320450E1
1.651979000E3,5.739040713E1
1.652228000E3,5.803662120E1
1.652491000E3,6.146613872E1
1.652750000E3,5.929116619E1
1.653021000E3,5.936282359E1
1.653288000E3,5.853226920E1
1.653570000E3,5.954415072E1
1.653872000E3,5.749576278E1
1.654250000E3,5.567111200E1
1.654518000E3,6.059415807E1
1.654812000E3,5.855300274E1
1.655081000E3,5.797601107E1
1.655350000E3,6.029475669E1
1.655647000E3,5.264118678E1
1.655893000E3,5.715075800E1
1.656153000E3,5.787679223E1
1.656407000E3,6.038334743E1
1.656655000E3,6.038245752E1
1.656912000E3,5.475945603E1
1.657171000E3,5.661674174E1
1.657473000E3,5.618877186E1
1.657717000E3,5.712918740E1
1.657972000E3,5.834783502E1
1.658283000E3,6.198115012E1
1.658526000E3,5.639977894E1
1.658788000E3,5.416850689E1
1.659089000E3,5.679686188E1
1.659335000E3,5.697270686E1
1.659619000E3,5.371836804E1
1.659873000E3,6.082252986E1
1.660120000E3,6.285201132E1
1.660416000E3,6.088574857E1
1.660728000E3,6.109109391E1
1.661004000E3,5.861240224E1
1.661283000E3,6.123850168E1
1.661519000E3,5.849447684E1
1.661821000E3,5.472352136E1
1.662065000E3,5.502625911E1
1.662312000E3,5.606436387E1
1.662565000E3,5.546236927E1
1.662845000E3,6.075823181E1
1.663075000E3,5.951357638E1
1.663350000E3,5.956681026E1
1.663575000E3,5.780116333E1
1.663928000E3,6.184122024E1
1.664178000E3,5.626291699E1
1.664419000E3,5.635545931E1
1.664671000E3,5.487242490E1
1.664936000E3,5.392872477E1
1.665237000E3,5.658170902E1
1.665476000E3,5.449322435E1
1.665752000E3,5.111063749E1
1.665997000E3,5.288359358E1
1.666249000E3,5.825102048E1
1.666508000E3,6.087585373E1
1.666750000E3,5.822210598E1
1.667110000E3,6.320270923E1
1.667355000E3,5.563170163E1
1.667628000E3,5.240635194E1
1.667875000E3,5.485055122E1
1.668144000E3,5.590209292E1
1.668402000E3,5.750031923E1
1.668648000E3,5.301598344E1
1.668896000E3,5.208077776E1
1.669157000E3,5.024112467E1
1.669414000E3,5.530220423E1
1.669710000E3,5.585178295E1
1.669955000E3,5.443268015E1
1.670292000E3,5.292974908E1
1.670566000E3,5.501741168E1
1.670818000E3,5.190433464E1
1.671077000E3,5.602388651E1
1.671384000E3,5.384205522E1
1.671688000E3,5.355394771E1
1.671956000E3,4.896600257E1
1.672212000E3,4.457728928E1
1.672483000E3,5.407780485E1
1.672726000E3,5.808535163E1
1.672991000E3,5.497589856E1
1.673269000E3,5.816061182E1
1.673625000E3,5.457220472E1
1.673896000E3,5.852786772E1
1.674165000E3,5.615855966E1
1.674439000E3,5.901141794E1
1.674702000E3,5.821771493E1
1.675040000E3,5.533746886E1
1.675330000E3,5.469332456E1
1.675631000E3,5.895976057E1
1.675867000E3,5.565047570E1
1.676161000E3,5.342216333E1
1.676431000E3,5.339304237E1
1.676716000E3,5.196130631E1
1.677075000E3,5.500129023E1
1.677346000E3,5.649474234E1
1.677614000E3,5.620691351E1
1.677867000E3,5.756400488E1
1.678112000E3,5.571225073E1
1.678362000E3,6.171466353E1
1.678655000E3,5.523245256E1
1.678909000E3,5.780473196E1
1.679167000E3,5.918101801E1
1.679536000E3,5.449831587E1
1.679788000E3,5.278747036E1
1.680072000E3,5.502423006E1
1.680392000E3,5.603218813E1
1.680667000E3,5.681691969E1
1.680917000E3,5.574952817E1
1.681227000E3,5.747793831E1
1.681510000E3,5.831554727E1
1.681811000E3,5.823344802E1
1.682073000E3,5.677197169E1
1.682402000E3,5.423243511E1
1.682746000E3,5.568639423E1
1.683007000E3,5.601571559E1
1.683297000E3,5.788588795E1
1.683563000E3,5.178162942E1
1.683805000E3,5.244727762E1
1.684102000E3,5.504021082E1
1.684342000E3,5.312145782E1
1.684637000E3,5.266466104E1
1.684875000E3,5.430143327E1
1.685171000E3,5.731848010E1
1.685409000E3,5.314967575E1
1.685703000E3,5.210480680E1
1.685940000E3,5.447962472E1
1.686242000E3,5.671930258E1
1.686480000E3,5.298653153E1
1.686837000E3,5.390672385E1
1.687083000E3,5.256535993E1
1.687387000E3,5.295433262E1
1.687686000E3,4.693434793E1
1.687930000E3,5.264001548E1
1.688191000E3,4.696703102E1
1.688514000E3,5.290693761E1
1.688768000E3,5.572289252E1
1.689025000E3,5.629476293E1
1.689331000E3,5.221395629E1
1.689585000E3,5.553268928E1
1.689905000E3,5.392885939E1
1.690136000E3,5.613018872E1
1.690432000E3,5.323144022E1
1.690690000E3,5.426457319E1
1.690988000E3,5.869511223E1
1.691244000E3,5.724931575E1
1.691548000E3,5.702890727E1
1.691819000E3,5.957894946E1
1.692068000E3,5.833323285E1
1.692367000E3,5.920896731E1
1.692598000E3,5.809066040E1
1.692847000E3,5.683194919E1
1.693218000E3,5.880411413E1
1.693536000E3,5.430005356E1
1.693836000E3,5.347827494E1
1.694082000E3,5.139526617E1
1.694323000E3,6.486669482E1
1.694607000E3,5.827670564E1
1.694879000E3,5.749070135E1
1.695112000E3,5.439297467E1
1.695418000E3,5.591879208E1
1.695720000E3,5.984156108E1
1.695978000E3,5.763450389E1
1.696238000E3,5.535113951E1
1.696577000E3,5.468640858E1
1.696840000E3,5.145216534E1
1.697142000E3,5.633820526E1
1.697434000E3,5.961813260E1
1.697672000E3,5.761348305E1
1.697970000E3,5.587832748E1
1.698213000E3,5.615239979E1
1.698514000E3,6.142159571E1
1.698744000E3,5.868747140E1
1.699038000E3,5.639074769E1
1.699277000E3,5.843791784E1
1.699602000E3,5.580904726E1
1.699849000E3,5.188032815E1
1.700148000E3,6.050592844E1
1.700415000E3,5.851925341E1
1.700742000E3,5.754370303E1
1.700996000E3,5.792652906E1
1.701265000E3,5.809754284E1
1.701543000E3,5.435013872E1
1.701827000E3,5.364293620E1
1.702095000E3,5.742174876E1
1.702342000E3,5.921232761E1
1.702597000E3,5.246613397E1
1.702852000E3,5.865178399E1
1.703188000E3,6.209648540E1
1.703456000E3,5.783126524E1
1.703723000E3,6.129722089E1
1.704021000E3,6.159059582E1
1.704258000E3,6.290365934E1
1.704500000E3,5.899658178E1
1.704744000E3,5.570772177E1
1.705020000E3,6.042975914E1
1.705281000E3,6.063911519E1
1.705578000E3,5.667741437E1
1.705818000E3,5.616948640E1
1.706065000E3,5.809228765E1
1.706440000E3,6.194892333E1
1.706707000E3,5.510896653E1
1.706968000E3,5.648771637E1
1.707226000E3,5.451026369E1
1.707530000E3,5.655237570E1
1.707813000E3,6.342687376E1
1.708096000E3,5.687609223E1
1.708345000E3,5.784030597E1
1.708587000E3,5.696931166E1
1.708832000E3,5.826055047E1
1.709133000E3,6.171963981E1
1.709444000E3,6.289993620E1
1.709785000E3,6.196750111E1
1.710095000E3,6.021872673E1
1.710401000E3,5.493999514E1
1.710645000E3,5.748920917E1
1.710951000E3,5.990748875E1
1.711204000E3,5.995493625E1
1.711504000E3,5.608393688E1
1.711807000E3,6.225697969E1
1.712052000E3,6.005399346E1
1.712297000E3,6.276583246E1
1.712594000E3,6.409669700E1
1.712952000E3,5.846223798E1
1.713249000E3,6.222377893E1
1.713511000E3,6.179119431E1
1.713770000E3,6.687160955E1
1.714020000E3,6.224215114E1
1.714281000E3,6.460780580E1
1.714608000E3,6.323149402E1
1.714900000E3,5.890183616E1
1.715139000E3,6.173404899E1
1.715438000E3,6.193562982E1
1.715674000E3,6.231645929E1
1.715912000E3,5.798536661E1
1.716293000E3,5.569607438E1
1.716537000E3,6.131866955E1
1.716790000E3,5.896584959E1
1.717096000E3,5.693976131E1
1.717346000E3,5.531403594E1
1.717631000E3,5.794989861E1
1.717933000E3,5.594899441E1
1.718204000E3,5.601359132E1
1.718501000E3,5.861037671E1
1.718741000E3,6.432265266E1
1.719043000E3,6.182586376E1
1.719355000E3,6.076827417E1
1.719645000E3,5.634225228E1
1.719943000E3,5.935070169E1
1.720188000E3,5.856877062E1
1.720486000E3,5.761843709E1
1.720741000E3,5.935030376E1
1.720985000E3,5.413194972E1
1.721289000E3,5.939733818E1
1.721553000E3,5.617827250E1
1.721847000E3,5.807085988E1
1.722091000E3,5.877044817E1
1.722445000E3,6.593854232E1
1.722681000E3,6.027114564E1
1.722973000E3,5.866411762E1
1.723271000E3,5.588604319E1
1.723508000E3,5.958751798E1
1.723800000E3,6.077290351E1
1.724039000E3,5.722905231E1
1.724338000E3,5.619905124E1
1.724576000E3,5.628809107E1
1.724876000E3,5.560357878E1
1.725168000E3,5.447509555E1
1.725542000E3,5.278892866E1
1.725841000E3,4.816211457E1
1.726139000E3,4.622333411E1
1.726399000E3,4.728231882E1
1.726691000E3,5.101510224E1
1.726947000E3,4.725933617E1
1.727273000E3,5.333398449E1
1.727569000E3,5.518583989E1
1.727808000E3,5.719998093E1
1.728061000E3,5.375072532E1
1.728352000E3,5.631849408E1
1.728644000E3,5.232994659E1
1.729024000E3,5.045911420E1
1.729295000E3,4.931808913E1
1.729541000E3,4.866846016E1
1.729788000E3,5.127644661E1
1.730054000E3,4.769951033E1
1.730296000E3,5.553885299E1
1.730573000E3,5.629080236E1
1.730816000E3,5.218818952E1
1.731119000E3,5.112756333E1
1.731379000E3,5.524890032E1
1.731688000E3,5.530134621E1
1.731949000E3,5.451831728E1
1.732288000E3,5.380962689E1
1.732589000E3,5.754684503E1
1.732833000E3,5.184401682E1
1.733102000E3,5.011373730E1
1.733369000E3,5.541779655E1
1.733647000E3,5.983699601E1
1.733886000E3,6.131428317E1
1.734163000E3,6.052345820E1
1.734405000E3,5.852692054E1
1.734659000E3,5.861191265E1
1.734933000E3,5.957936529E1
1.735219000E3,5.639739849E1
1.735540000E3,5.207917019E1
1.735832000E3,4.548490451E1
1.736112000E3,5.219897691E1
1.736384000E3,5.618314188E1
1.736684000E3,5.720418785E1
1.736946000E3,5.895068629E1
1.737213000E3,5.652216932E1
1.737468000E3,5.796687034E1
1.737738000E3,5.591197017E1
1.737996000E3,5.493985473E1
1.738236000E3,5.752137274E1
1.738586000E3,6.041563952E1
1.738921000E3,6.199530447E1
1.739167000E3,5.310800091E1
1.739430000E3,5.600574849E1
1.739683000E3,6.494981167E1
1.739952000E3,6.157046745E1
1.740293000E3,6.002681302E1
1.740611000E3,5.943541790E1
1.740910000E3,5.731619793E1
1.741197000E3,5.885751119E1
1.741508000E3,5.719237093E1
1.741767000E3,5.958897825E1
1.742034000E3,5.543499582E1
1.742424000E3,5.632783570E1
1.742688000E3,5.565042743E1
1.742946000E3,5.622883854E1
1.743204000E3,6.327777019E1
1.743456000E3,5.663098185E1
1.743721000E3,5.729384715E1
1.743966000E3,6.200582057E1
1.744273000E3,5.107652622E1
1.744505000E3,5.491520459E1
1.744752000E3,5.181266373E1
1.745004000E3,5.014115745E1
1.745297000E3,5.338585031E1
1.745690000E3,5.654477286E1
1.745966000E3,5.517036116E1
1.746219000E3,5.200430375E1
1.746475000E3,5.963355448E1
1.746732000E3,5.854837006E1
1.747002000E3,5.571277949E1
1.747293000E3,5.825116458E1
1.747522000E3,5.673248340E1
1.747772000E3,5.683320783E1
1.748035000E3,5.224053713E1
1.748289000E3,5.713452273E1
1.748568000E3,5.539076360E1
1.748961000E3,6.015893340E1
1.749211000E3,5.710921188E1
1.749460000E3,6.114476082E1
1.749715000E3,5.648052368E1
1.749961000E3,5.897720288E1
1.750207000E3,5.525435431E1
1.750521000E3,5.447453139E1
1.750765000E3,5.883968686E1
1.751015000E3,5.450160052E1
1.751290000E3,5.405183560E1
1.751522000E3,5.501343440E1
1.751848000E3,5.586635599E1
1.752096000E3,5.631573217E1
1.752372000E3,5.960964241E1
1.752637000E3,5.320710483E1
1.752941000E3,5.848434869E1
1.753209000E3,5.619196315E1
1.753510000E3,5.692291103E1
1.753774000E3,5.505374149E1
1.754051000E3,5.721759821E1
1.754315000E3,5.539152446E1
1.754625000E3,5.632890174E1
1.754919000E3,5.918851802E1
1.755262000E3,5.807294381E1
1.755529000E3,5.748451885E1
1.755827000E3,6.055251826E1
1.756067000E3,6.208050524E1
1.756367000E3,5.991655048E1
1.756607000E3,6.073519941E1
1.756900000E3,5.774998130E1
1.757144000E3,5.751173009E1
1.757417000E3,5.299288378E1
1.757700000E3,5.913293772E1
1.758005000E3,5.732040664E1
1.758269000E3,6.221202462E1
1.758585000E3,6.285457626E1
1.758834000E3,5.870613535E1
1.759137000E3,5.533279687E1
1.759391000E3,5.194643865E1
1.759644000E3,4.891449850E1
1.759922000E3,4.784429271E1
1.760236000E3,5.273391136E1
1.760503000E3,5.475616990E1
1.760758000E3,5.640096860E1
1.761017000E3,5.329458627E1
1.761282000E3,4.798672737E1
1.761535000E3,5.532988346E1
1.761794000E3,5.189579265E1
1.762040000E3,5.068357941E1
1.762299000E3,5.751972157E1
1.762578000E3,5.430434207E1
1.762831000E3,5.331943982E1
1.763136000E3,5.699367350E1
1.763409000E3,5.622858108E1
1.763658000E3,5.631559008E1
1.763910000E3,5.738562920E1
1.764157000E3,6.030103345E1
1.764400000E3,5.680309722E1
1.764695000E3,5.703631315E1
1.765017000E3,5.682945247E1
1.765300000E3,5.317093897E1
1.765575000E3,5.620624417E1
1.765832000E3,5.550075987E1
1.766100000E3,6.321349509E1
1.766371000E3,5.938123887E1
1.766635000E3,6.289622107E1
1.766898000E3,5.890101653E1
1.767155000E3,5.928826732E1
1.767399000E3,5.872890625E1
1.767638000E3,6.184345237E1
1.767877000E3,6.131073260E1
1.768211000E3,6.085041665E1
1.768587000E3,6.015418617E1
1.768835000E3,5.648473324E1
1.769119000E3,5.746059957E1
1.769380000E3,5.608054299E1
1.769692000E3,6.542458852E1
1.769998000E3,6.121618195E1
1.770281000E3,5.842785672E1
1.770536000E3,5.763776595E1
1.770858000E3,5.630873419E1
1.771133000E3,5.339704361E1
1.771378000E3,5.463873835E1
1.771723000E3,5.659388596E1
1.772050000E3,5.449836230E1
1.772294000E3,5.154616724E1
1.772537000E3,5.082603581E1
1.772795000E3,5.334183734E1
1.773055000E3,5.096094928E1
1.773365000E3,5.171061147E1
1.773612000E3,5.477281719E1
1.773878000E3,5.060909259E1
1.774171000E3,5.285294921E1
1.774452000E3,5.393730531E1
1.774725000E3,5.333400186E1
1.774980000E3,5.285705613E1
1.775346000E3,5.719168586E1
1.775663000E3,5.642193929E1
1.775908000E3,4.659059970E1
1.776150000E3,5.521168672E1
1.776388000E3,5.693500665E1
1.776630000E3,6.030483668E1
1.776910000E3,5.944095915E1
1.777153000E3,5.708951289E1
1.777414000E3,5.291982189E1
1.777666000E3,5.900042024E1
1.777935000E3,6.010949926E1
1.778229000E3,6.009411695E1
1.778514000E3,5.804757181E1
1.778758000E3,5.922775473E1
1.779011000E3,6.063545461E1
1.779277000E3,5.950242674E1
1.779575000E3,6.057891518E1
1.779819000E3,6.050018223E1
1.780115000E3,5.965583098E1
1.780361000E3,5.651792502E1
1.780660000E3,5.814099422E1
1.780904000E3,5.340077797E1
1.781203000E3,5.734973286E1
1.781481000E3,5.846278011E1
1.781805000E3,5.369751607E1
1.782048000E3,5.229063054E1
1.782299000E3,5.345996994E1
1.782583000E3,5.724353788E1
1.782883000E3,5.610772411E1
1.783181000E3,5.272586700E1
1.783423000E3,5.272075137E1
1.783692000E3,5.495532717E1
1.783945000E3,5.594785882E1
1.784202000E3,5.914935612E1
1.784483000E3,6.427791570E1
1.784735000E3,6.185652247E1
1.785051000E3,6.178338943E1
1.785352000E3,6.304285312E1
1.785598000E3,5.699176354E1
1.785897000E3,5.705567192E1
1.786190000E3,5.975757470E1
1.786467000E3,6.092866408E1
1.786714000E3,5.771726615E1
1.786984000E3,5.434727511E1
1.787232000E3,5.250796794E1
1.787486000E3,5.668884634E1
1.787813000E3,5.600600547E1
1.788061000E3,5.162213387E1
1.788391000E3,5.782497792E1
1.788636000E3,5.900804565E1
1.788935000E3,6.056317474E1
1.789175000E3,5.749029459E1
1.789469000E3,6.053654612E1
1.789714000E3,5.841478287E1
1.789988000E3,5.700130118E1
1.790219000E3,5.562837186E1
1.790509000E3,5.430369658E1
1.790806000E3,5.586895515E1
1.791048000E3,5.809725956E1
1.791409000E3,5.552827992E1
1.791650000E3,5.534472171E1
1.791981000E3,5.671474363E1
1.792227000E3,5.716453332E1
1.792522000E3,5.844249975E1
1.792847000E3,5.961186667E1
1.793109000E3,5.794833541E1
1.793437000E3,5.832360597E1
1.793698000E3,5.996001578E1
1.793970000E3,5.849924827E1
1.794223000E3,5.823551411E1
1.794488000E3,5.480450178E1
1.794819000E3,5.715609034E1
1.795083000E3,5.418083703E1
1.795329000E3,5.529883425E1
1.795587000E3,5.729455769E1
1.795853000E3,5.358946536E1
1.796083000E3,5.534684059E1
1.796374000E3,5.693696454E1
1.796630000E3,5.642610016E1
1.796927000E3,5.692548294E1
1.797194000E3,5.931602223E1
1.797469000E3,5.877569790E1
1.797716000E3,5.527135197E1
1.798053000E3,5.904674814E1
1.798358000E3,5.655039196E1
1.798612000E3,5.796779928E1
1.798921000E3,5.499199210E1
1.799185000E3,5.693837926E1
1.799465000E3,6.235855457E1
1.799695000E3,6.271612813E1
1.799964000E3,6.118271582E1
